20140102,187.210007,187.399994,185.199997,185.529999,4546500
20140103,185.830002,187.350006,185.300003,186.639999,4063200
20140106,187.149994,187.360001,185.300003,186.00,4067800
20140107,186.389999,190.350006,186.380005,189.710007,5932300
20140108,189.330002,189.419998,187.259995,187.970001,4603700
20140109,189.020004,189.50,186.550003,187.380005,4321300
20140110,188.309998,188.570007,186.279999,187.259995,4022400
20140113,186.259995,186.949997,183.860001,184.160004,5784700
20140114,185.059998,186.429993,183.880005,185.919998,4619200
20140115,185.820007,188.649994,185.490005,187.740005,4816500
20140116,187.529999,188.990005,186.800003,188.759995,4770300
20140117,188.039993,190.809998,187.860001,190.089996,7644600
20140121,190.229996,190.389999,186.789993,188.429993,11076300
20140122,181.279999,183.50,179.669998,182.25,13796100
20140123,181.429993,183.720001,180.710007,182.729996,6973900
20140124,181.25,182.809998,179.639999,179.639999,6890600
20140127,179.610001,179.649994,177.660004,177.899994,5208600
20140128,178.050003,178.449997,176.160004,176.850006,5333300
20140129,175.979996,178.529999,175.889999,176.399994,4970900
20140130,177.169998,177.860001,176.360001,177.360001,4853700
20140131,176.110001,177.839996,175.339996,176.679993,5193400
20140203,176.020004,176.020004,172.720001,172.899994,7186800
20140204,173.529999,173.75,172.360001,172.839996,4349800
20140205,172.190002,174.970001,172.190002,174.240005,4712300
20140206,173.970001,174.850006,173.789993,174.669998,4292200
20140207,175.639999,177.559998,175.070007,177.25,4692900
20140210,176.970001,177.649994,176.25,177.139999,3540400
20140211,176.809998,180.389999,176.800003,179.699997,4647300
20140212,179.520004,181.25,179.259995,180.240005,3983000
20140213,178.220001,182.360001,177.860001,181.839996,4482000
20140214,181.259995,184.429993,180.990005,183.690002,4659900
20140218,183.179993,184.00,182.320007,183.190002,4435200
20140219,182.740005,185.649994,182.410004,182.949997,4671500
20140220,182.960007,184.860001,182.789993,184.259995,4968200
20140221,184.25,185.710007,182.619995,182.789993,5699300
20140224,182.820007,185.160004,182.820007,183.449997,4595300
20140225,183.520004,184.600006,182.880005,183.229996,3902300
20140226,183.940002,185.279999,183.559998,184.059998,3740700
20140227,183.830002,185.949997,183.809998,185.270004,3827800
20140228,185.380005,186.119995,183.649994,185.169998,4667900
20140303,183.330002,184.639999,182.820007,184.259995,3950100
20140304,185.809998,187.160004,185.679993,186.440002,4733000
20140305,186.570007,187.949997,186.399994,187.139999,3485200
20140306,187.369995,188.389999,186.899994,187.639999,3817300
20140307,188.350006,188.919998,187.179993,187.679993,4117800
20140310,187.550003,188.369995,185.850006,186.389999,4591200
20140311,187.410004,188.449997,186.039993,186.759995,4229500
20140312,186.009995,187.449997,185.889999,186.220001,4833000
20140313,186.410004,187.00,183.710007,183.899994,4913200
20140314,183.889999,184.289993,182.210007,182.210007,5490300
20140317,182.660004,186.350006,182.660004,185.809998,4938100
20140318,185.990005,187.899994,185.539993,186.809998,3961300
20140319,185.600006,186.699997,183.50,184.710007,4323900
20140320,184.470001,188.259995,184.169998,187.899994,5062600
20140321,188.50,188.699997,186.399994,186.669998,12535200
20140324,187.429993,189.440002,187.369995,188.25,5738500
20140325,188.759995,195.399994,188.699997,195.039993,10912700
20140326,194.979996,195.630005,191.960007,192.619995,6851700
20140327,191.910004,192.669998,189.320007,189.830002,6767700
20140328,189.940002,192.619995,189.110001,190.449997,5194400
20140331,191.639999,193.770004,191.399994,192.490005,8537300
20140401,193.119995,195.130005,192.779999,194.50,5394100
20140402,194.240005,194.50,192.490005,193.550003,4924100
20140403,193.199997,193.380005,192.350006,192.690002,4091100
20140404,193.119995,193.970001,191.279999,191.770004,6089900
20140407,191.720001,195.309998,191.570007,194.520004,6740500
20140408,193.889999,194.169998,192.690002,193.289993,5125000
20140409,193.880005,197.00,193.600006,196.639999,5480100
20140410,196.059998,199.210007,195.660004,195.679993,8417900
20140411,195.039993,197.00,194.270004,195.190002,4835000
20140414,196.240005,198.240005,195.880005,197.770004,5431100
20140415,195.979996,197.410004,195.419998,197.020004,5351300
20140416,198.050003,198.710007,195.00,196.399994,8527300
20140417,187.25,190.699997,187.009995,190.009995,11255500
20140421,189.800003,192.809998,189.740005,192.270004,5419700
20140422,192.009995,193.00,191.199997,192.149994,3878600
20140423,191.789993,192.410004,190.110001,191.729996,4736400
20140424,192.220001,192.220001,190.029999,190.220001,4407100
20140425,190.539993,190.669998,189.110001,189.630005,3871000
20140428,191.139999,193.990005,190.580002,193.139999,5638300
20140429,193.589996,195.940002,193.410004,195.110001,4626300
20140430,194.380005,196.860001,194.350006,196.470001,4206800
20140501,196.309998,196.740005,193.149994,193.529999,3674000
20140502,193.75,193.839996,191.25,191.440002,3049900
20140505,191.050003,191.490005,189.800003,191.259995,2222100
20140506,190.929993,190.949997,189.25,190.029999,3188700
20140507,189.339996,190.300003,186.929993,189.300003,3821000
20140508,189.160004,190.570007,188.229996,188.910004,2431900
20140509,188.979996,190.589996,188.369995,190.080002,2261600
20140512,191.119995,193.020004,190.940002,192.570007,3777400
20140513,192.789993,193.029999,191.759995,192.190002,2226600
20140514,191.910004,191.990005,188.169998,188.720001,5251500
20140515,189.070007,189.080002,186.179993,186.460007,4202200
20140516,186.270004,187.410004,185.929993,187.059998,3949500
20140519,186.610001,187.130005,186.039993,187.00,3270700
20140520,186.25,186.699997,184.699997,184.889999,3026500
20140521,185.850006,187.160004,184.949997,186.389999,2988000
20140522,186.449997,186.449997,185.029999,185.679993,2218000
20140523,185.839996,186.139999,185.309998,185.940002,2562900
20140527,184.800003,185.649994,183.929993,184.779999,4793800
